Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:00,61,0.1079453565,0.2388172746,0.06949439085,0.0,0.0,0.07670124245,0.0,0.1079453565,0.2388172746,0.06949439085,0.0,0.0,0.07670124245,0.0,0.0164078586,0.009299933,0.009299933,0.0440362096,0.0598971024,0.0216051042,0.0828200877,0.00867509935,0.00867509935,0.2593673691,0.2593673691,0.0,0.0,0.0752286352,0.0752286352,0.07316995039999999,0.07316995039999999,0.0724215582,0.0307895038,0.107119292,0.0695165917,0.04193870165,0.04193870165,0.12201917544999999,0.12201917544999999,0.039294548299999996,0.039294548299999996,0.1727764532,0.1727764532,0.0524364673,0.0,0.0,0.0142080374,0.08557789769999999,0.08557789769999999,0.0860055052,0.0860055052,2.59e-08,-0.0791215673,0.1825120896,-0.0014852788,-0.0568255261,0.1460000873,-0.008351298,0.0271758158,0.1460619271,0.0039973096
00:00:00:01,61,0.10436076667118645,0.23820087188898303,0.06951018682033899,0.0,0.0,0.07600790156271187,0.0,0.10436076667118645,0.23820087188898303,0.06951018682033899,0.0,0.0,0.07600790156271187,0.0,0.016235915691525424,0.009354096648305084,0.009354096648305084,0.043731163,0.05906475413220339,0.02132369739661017,0.08312518203050848,0.00869176590677966,0.00869176590677966,0.25896418256271186,0.25896418256271186,0.0,0.0,0.07480084032711865,0.07480084032711865,0.07302383297966102,0.07302383297966102,0.07185165144915254,0.030495855315254238,0.10792015556271187,0.0698828550661017,0.04177421009322034,0.04177421009322034,0.11737531263644069,0.11737531263644069,0.03871659799999999,0.03871659799999999,0.1724240884838983,0.1724240884838983,0.05235608771525423,0.0,0.0,0.014171006118644068,0.08365254746440678,0.08365254746440678,0.0857604472161017,0.0857604472161017,2.1842372881355934e-08,-0.07965653984745763,0.1822129902457627,-0.0014983801406779661,-0.057159569586440674,0.14562397388813558,-0.008378386705084746,0.026865521730508476,0.14568579929322034,0.003941354857627119
00:00:00:02,61,0.10341889561271186,0.2384333776177966,0.06949534074576272,0.0,0.0,0.07538559855508475,0.0,0.10341889561271186,0.2384333776177966,0.06949534074576272,0.0,0.0,0.07538559855508475,0.0,0.016017205166101695,0.009355135163559321,0.009355135163559321,0.04329095386271187,0.05663514860508475,0.020893352572881357,0.08348569109322033,0.008668559083050848,0.008668559083050848,0.25625507771694916,0.25625507771694916,0.0,0.0,0.07454154553559322,0.07454154553559322,0.07265915547966101,0.07265915547966101,0.0713129316338983,0.030188294162711866,0.11167061531694916,0.07062232960677967,0.041787972241525424,0.041787972241525424,0.10440308240593221,0.10440308240593221,0.037593002056779665,0.037593002056779665,0.17202240746525424,0.17202240746525424,0.05224659644576271,0.0,0.0,0.014183229391525424,0.08113956286525423,0.08113956286525423,0.08546883929661017,0.08546883929661017,1.9833898305084745e-08,-0.08036206346101696,0.18222785775932202,-0.0020767317440677966,-0.057750893620338986,0.1457674371779661,-0.008473425637288135,0.026254529683050847,0.1458292759677966,0.003855585088135593
00:00:00:03,61,0.10297262596271187,0.2385709368983051,0.06950254691610169,0.0,0.0,0.0747671228279661,0.0,0.10297262596271187,0.2385709368983051,0.06950254691610169,0.0,0.0,0.0747671228279661,0.0,0.015806297910169492,0.009355170527118643,0.009355170527118643,0.04285115981864406,0.05538629748305085,0.02049272741694915,0.08380498701016949,0.00860489577457627,0.00860489577457627,0.2544492840576271,0.2544492840576271,0.0,0.0,0.07420911506355932,0.07420911506355932,0.07233709016271186,0.07233709016271186,0.07080250381694915,0.029876816738983052,0.1131370797322034,0.07120790634406779,0.04177839505084746,0.04177839505084746,0.10035130123389831,0.10035130123389831,0.036794405395762717,0.036794405395762717,0.17135228812711864,0.17135228812711864,0.05216512756101695,0.0,0.0,0.014192542394915254,0.07980045382372881,0.07980045382372881,0.08520498689915254,0.08520498689915254,1.4433898305084745e-08,-0.08080383277457627,0.1817306492576271,-0.0018877507813559323,-0.058499196061016945,0.14585333306610168,-0.008588200562711864,0.02551392548305085,0.14591516402711865,0.0037491058305084745
00:00:00:04,61,0.10284744311355933,0.2381559653101695,0.06950944195084746,0.0,0.0,0.0742803957118644,0.0,0.10284744311355933,0.2381559653101695,0.06950944195084746,0.0,0.0,0.0742803957118644,0.0,0.015612862247457627,0.009321680973728815,0.009321680973728815,0.04246794801864407,0.05443042633050847,0.02008570767457627,0.0840249258677966,0.008518074642372881,0.008518074642372881,0.2504898543644068,0.2504898543644068,0.0,0.0,0.07393309595084746,0.07393309595084746,0.07201425132118644,0.07201425132118644,0.07034324572711864,0.029643707755932204,0.11398865637118644,0.07159706129491526,0.0417411371720339,0.0417411371720339,0.09808432912542372,0.09808432912542372,0.03591931057881356,0.03591931057881356,0.16936251738559324,0.16936251738559324,0.05206387227288136,0.0,0.0,0.014209991681355932,0.07874833020847458,0.07874833020847458,0.0848619408983051,0.0848619408983051,1.1145762711864407e-08,-0.08193058393050848,0.18121300412881355,-0.0017439174915254239,-0.05930042845423729,0.1456015643101695,-0.008690377698305085,0.024724189294915256,0.14566344680338986,0.003626793686440678
00:00:00:05,61,0.10280070206101695,0.23741580470932203,0.06951814584152544,0.0,0.0,0.07387174809237287,0.0,0.10280070206101695,0.23741580470932203,0.06951814584152544,0.0,0.0,0.07387174809237287,0.0,0.01542271636440678,0.00927235791440678,0.00927235791440678,0.04214142508983051,0.053690007783050844,0.01971150648983051,0.08420371947966102,0.00841530156779661,0.00841530156779661,0.24791921003135592,0.24791921003135592,0.0,0.0,0.07366393196864407,0.07366393196864407,0.07171318742118644,0.07171318742118644,0.0698610714322034,0.029454101764406777,0.11434916998813559,0.07177300284915254,0.04164823555847458,0.04164823555847458,0.09686187699152543,0.09686187699152543,0.03507542755508475,0.03507542755508475,0.16513175078305087,0.16513175078305087,0.05200688044576271,0.0,0.0,0.014218690911864408,0.07787076553220339,0.07787076553220339,0.08446341714152542,0.08446341714152542,1.0427118644067798e-08,-0.08288789196271186,0.1800979784661017,-0.0014592839932203395,-0.06063608636779661,0.14515248973220338,-0.008858132840677966,0.023404663474576273,0.14521436194067797,0.0034224821135593222
00:00:00:06,61,0.10261479059915254,0.23691702396101694,0.06953656221949152,0.0,0.0,0.07343522671525424,0.0,0.10261479059915254,0.23691702396101694,0.06953656221949152,0.0,0.0,0.07343522671525424,0.0,0.015232570242372881,0.009245038588983052,0.009245038588983052,0.04183664761525424,0.053109191162711865,0.019379965386440677,0.08440240198305085,0.008345730777118645,0.008345730777118645,0.2469055263423729,0.2469055263423729,0.0,0.0,0.07329632257966101,0.07329632257966101,0.07144750294067798,0.07144750294067798,0.06934193382711865,0.02923610018813559,0.11441443647966101,0.07184102187457626,0.0414814534101695,0.0414814534101695,0.09627219036949153,0.09627219036949153,0.03439153899067797,0.03439153899067797,0.1632344942677966,0.1632344942677966,0.051961801750847456,0.0,0.0,0.014205240959322034,0.07719699740508475,0.07719699740508475,0.08415404825677966,0.08415404825677966,8.396610169491525e-09,-0.08359661498135593,0.1787736913220339,-0.0007966245169491525,-0.06118034658983051,0.14484901449999998,-0.008918602242372882,0.022886419694915252,0.14491089899999998,0.003339606554237288
00:00:00:07,61,0.1022659175118644,0.23612395550677967,0.06956042826949152,0.0,0.0,0.0729401783440678,0.0,0.1022659175118644,0.23612395550677967,0.06956042826949152,0.0,0.0,0.0729401783440678,0.0,0.015036125116949153,0.009223320491525425,0.009223320491525425,0.04154182183898305,0.05263688596779661,0.01908258357118644,0.08452313975932203,0.008294915673728814,0.008294915673728814,0.24637014672118646,0.24637014672118646,0.0,0.0,0.07277111027881356,0.07277111027881356,0.07119749383898305,0.07119749383898305,0.0687400453779661,0.02899730856440678,0.11381535559661017,0.07170173024067797,0.041199326994067795,0.041199326994067795,0.09604701911949153,0.09604701911949153,0.03379503805847457,0.03379503805847457,0.16196686283135592,0.16196686283135592,0.05190445045423729,0.0,0.0,0.014159302179661017,0.07662157594999999,0.07662157594999999,0.08386477283644068,0.08386477283644068,7.671186440677966e-09,-0.08440929953220339,0.1780519869457627,-0.0008684648372881356,-0.06144864114915254,0.1443648192118644,-0.008927249208474576,0.02265291394237288,0.14442671785423727,0.0032943904491525423
00:00:00:08,61,0.10194481581949152,0.23545240471949153,0.06958414899491525,0.0,0.0,0.07251485959067797,0.0,0.10194481581949152,0.23545240471949153,0.06958414899491525,0.0,0.0,0.07251485959067797,0.0,0.014868492950847457,0.009209701004237288,0.009209701004237288,0.041353438286440676,0.05236818686101695,0.018873688559322036,0.08450512313898305,0.008243955972033899,0.008243955972033899,0.24576452312118643,0.24576452312118643,0.0,0.0,0.07220109390169491,0.07220109390169491,0.07106526151355932,0.07106526151355932,0.06816521790508476,0.028828138381355933,0.11186496826610169,0.07125588846440678,0.040825972401694915,0.040825972401694915,0.09652529712966101,0.09652529712966101,0.03328855335932203,0.03328855335932203,0.16113725569067794,0.16113725569067794,0.05187061970338983,0.0,0.0,0.014096740140677966,0.07616028403474576,0.07616028403474576,0.08357549909745762,0.08357549909745762,8.496610169491524e-09,-0.0847125477661017,0.1775271213457627,-0.001040001859322034,-0.06206763490338983,0.14395592978983052,-0.008991213103389831,0.02206763365423729,0.14401787795762713,0.003200029474576271
00:00:00:09,61,0.10172066344661017,0.23528410343135592,0.0696079279838983,0.0,0.0,0.07207931042288135,0.0,0.10172066344661017,0.23528410343135592,0.0696079279838983,0.0,0.0,0.07207931042288135,0.0,0.014745139625423728,0.009213938638135593,0.009213938638135593,0.041256597105084745,0.052251907635593224,0.018738990447457627,0.08451180555423729,0.008207392800000001,0.008207392800000001,0.2455585611483051,0.2455585611483051,0.0,0.0,0.07172327389067797,0.07172327389067797,0.0710366340381356,0.0710366340381356,0.06770885428983052,0.028722676361016948,0.11011932210338983,0.07074581805084745,0.040459568257627115,0.040459568257627115,0.09798285080084745,0.09798285080084745,0.03289546899576271,0.03289546899576271,0.16042267671101695,0.16042267671101695,0.05192499441355932,0.0,0.0,0.014036888886440679,0.07584534414745762,0.07584534414745762,0.08336719173813559,0.08336719173813559,1.0710169491525424e-08,-0.08478853559661018,0.17755138796949152,-0.0012622916355932204,-0.062352949416949154,0.1438538828440678,-0.009026006716949152,0.02181233051016949,0.14391586009661017,0.003160732833898305
