Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:00,61,0.1680821031,0.2619553953,0.0670967717,0.0,0.0,0.06440301614999999,0.0,0.1680821031,0.2619553953,0.0670967717,0.0,0.0,0.06440301614999999,0.0,0.0231224746,0.02365045435,0.02365045435,0.3296851516,0.1397923827,0.1800624281,0.2494677603,0.0076185451,0.0076185451,0.01590270365,0.01590270365,0.0,0.0,0.034844791550000004,0.034844791550000004,0.10203525050000001,0.10203525050000001,0.0277307294,0.0248224698,0.0607497357,0.0498349816,0.02307670005,0.02307670005,0.1982031837,0.1982031837,0.07202500475,0.07202500475,0.13831248880000002,0.13831248880000002,0.0683496371,0.0,0.0,0.0126306815,0.08869199455,0.08869199455,0.08151376995,0.08151376995,1.176e-07,-0.0136759561,0.2582745552,-0.0096730199,-0.0295271799,0.1601352692,-0.0047684493,0.0513991751,0.1601874083,0.0083008073
00:00:00:01,61,0.16787970481525424,0.2340011365440678,0.0664982890898305,0.0,0.0,0.06778733611016949,0.0,0.16787970481525424,0.2340011365440678,0.0664982890898305,0.0,0.0,0.06778733611016949,0.0,0.0240951447220339,0.024086976383050848,0.024086976383050848,0.35686957933728813,0.1831767476118644,0.1981711427559322,0.29075080811016946,0.007355459307627119,0.007355459307627119,0.008265803768644067,0.008265803768644067,1.555875254237287e-05,1.555875254237287e-05,0.035012508191525425,0.035012508191525425,0.1045920182677966,0.1045920182677966,0.027556028269491526,0.02670341165762712,0.06068224318644068,0.04951339110508474,0.02296301572542373,0.02296301572542373,0.19265547231271185,0.19265547231271185,0.06888176934067797,0.06888176934067797,0.13657975628474578,0.13657975628474578,0.06776350570677966,0.0,0.0,0.012897658405084746,0.09749368437966102,0.09749368437966102,0.08168592117881357,0.08168592117881357,6.125762711864407e-08,-0.008030357713559323,0.26173439516271185,-0.01055883755762712,-0.07812664456779661,0.1431376232016949,-0.011251820913559323,0.0022886339779661013,0.1431895418423729,0.000326083240677966
00:00:00:02,61,0.15960748734406782,0.22367385990084745,0.06643759502033898,0.0,0.0,0.0689731599559322,0.0,0.15960748734406782,0.22367385990084745,0.06643759502033898,0.0,0.0,0.0689731599559322,0.0,0.025248852484745763,0.02461287709322034,0.02461287709322034,0.4482314551118644,0.29959515393898306,0.286697398779661,0.4633733513728813,0.005789530149152542,0.005789530149152542,2.082088050847458e-05,2.082088050847458e-05,0.0055422621694915224,0.0055422621694915224,0.03493908971864407,0.03493908971864407,0.11438682692966101,0.11438682692966101,0.0277839610779661,0.031044887227118644,0.06316548391016949,0.049324204647457626,0.022922667531355932,0.022922667531355932,0.19264179495254238,0.19264179495254238,0.06442061103559321,0.06442061103559321,0.13172254270338984,0.13172254270338984,0.0662158072338983,0.0,0.0,0.013390418605084746,0.1000450163483051,0.1000450163483051,0.08374822418898306,0.08374822418898306,2.4881525423728804e-07,-0.0008033147203389836,0.26525895017288137,-0.01208302380338983,-0.07144116228135593,0.1367872015915254,-0.009827027810169493,0.008971673415254237,0.13683912890847458,0.0012333590389830508
00:00:00:03,61,0.15586374284152543,0.21710104898644067,0.06633988106864407,0.0,0.0,0.06967091092372882,0.0,0.15586374284152543,0.21710104898644067,0.06633988106864407,0.0,0.0,0.06967091092372882,0.0,0.027610924340677967,0.02510750543220339,0.02510750543220339,0.4917564867118644,0.38618979819152544,0.32907309068305085,0.5884298197457627,0.003909071519491525,0.003909071519491525,0.0,0.0,0.030431677469491526,0.030431677469491526,0.03475470895762712,0.03475470895762712,0.11802458845762712,0.11802458845762712,0.02886260787118644,0.038866551594915255,0.06924934986440678,0.0492636935661017,0.02311973696440678,0.02311973696440678,0.20369214551101694,0.20369214551101694,0.06150237851779661,0.06150237851779661,0.1278121524601695,0.1278121524601695,0.06388462559661016,0.0,0.0,0.014091972545762712,0.10221545617881356,0.10221545617881356,0.09198207837711864,0.09198207837711864,1.1926101694915256e-06,0.006933564203389831,0.26960514309152545,-0.012437784284745764,-0.06682157377966101,0.13274909098305085,-0.008921215316949152,0.01351625326779661,0.13280094705254236,0.0018004783491525423
00:00:00:04,61,0.1456911194161017,0.20413515376864408,0.06626203463135592,0.0,0.0,0.07030121320338983,0.0,0.1456911194161017,0.20413515376864408,0.06626203463135592,0.0,0.0,0.07030121320338983,0.0,0.032084399423728815,0.025701404589830508,0.025701404589830508,0.5236785957322034,0.426979602938983,0.3656804910491525,0.631813336220339,0.0019067271118644075,0.0019067271118644075,0.0,0.0,0.04541338898050847,0.04541338898050847,0.03453106107457627,0.03453106107457627,0.12112724275762711,0.12112724275762711,0.03109051529661017,0.04653750584237288,0.07255431442033898,0.049138365054237285,0.02347565378983051,0.02347565378983051,0.23046753694491523,0.23046753694491523,0.05903744910423729,0.05903744910423729,0.12051615902627119,0.12051615902627119,0.06210016698305085,0.0,0.0,0.014890473594915254,0.1042201297822034,0.1042201297822034,0.09648875839491525,0.09648875839491525,2.7672610169491523e-06,0.016857478676271184,0.27441704378644066,-0.012308399645762712,-0.06524218416271187,0.12481371151525425,-0.00816971267457627,0.01508264507966102,0.12486559175932203,0.0019033258728813562
00:00:00:05,61,0.13155946049237288,0.1864583349720339,0.06615267848728813,0.0,0.0,0.07100438287711863,0.0,0.13155946049237288,0.1864583349720339,0.06615267848728813,0.0,0.0,0.07100438287711863,0.0,0.03824544913559322,0.026339800649152544,0.026339800649152544,0.5525552327322034,0.4554778640661017,0.407692625379661,0.651857822618644,0.001008529688135593,0.001008529688135593,0.0,0.0,0.05973919219237288,0.05973919219237288,0.03431155148983051,0.03431155148983051,0.12697960340169492,0.12697960340169492,0.03344459995762712,0.05145124049491526,0.07465267445423729,0.04900878275762712,0.023897378433898303,0.023897378433898303,0.25391707379661016,0.25391707379661016,0.05729528379067797,0.05729528379067797,0.11337299474237289,0.11337299474237289,0.06094458193220339,0.0,0.0,0.0156660627220339,0.10683374201101695,0.10683374201101695,0.09922813990338983,0.09922813990338983,3.9506e-06,0.02712467074406779,0.27694972341355933,-0.010995559340677967,-0.06842680603559322,0.11401293822711865,-0.007825604284745763,0.0118697326220339,0.11406483486101696,0.0013637479576271189
00:00:00:06,61,0.12489971617796611,0.17328279982711864,0.06655714007033899,0.0005996127355932205,0.0,0.0719364603059322,0.0,0.12489971617796611,0.17328279982711864,0.06655714007033899,0.0005996127355932205,0.0,0.0719364603059322,0.0,0.046013169316949154,0.027584981311864407,0.027584981311864407,0.5768699292254238,0.4675009902118644,0.4571089921627119,0.6276933490389831,0.001879686683898305,0.001879686683898305,0.0,0.0,0.06841191446271186,0.06841191446271186,0.03413053539915255,0.03413053539915255,0.13655492308135594,0.13655492308135594,0.035018829818644064,0.05400365812542373,0.07625586499830508,0.04896894938983051,0.02427465534322034,0.02427465534322034,0.2816771276440678,0.2816771276440678,0.056642224670338984,0.056642224670338984,0.10810086328050847,0.10810086328050847,0.06009180111525424,0.0,0.0,0.016321778476271188,0.1126698846661017,0.1126698846661017,0.10303295636271187,0.10303295636271187,4.027420338983051e-06,0.03759132874745763,0.2772695846338983,-0.009150637849152543,-0.07657106208135593,0.10598395123050847,-0.008120194859322034,0.003560389047457626,0.10603579322542374,0.0003967514898305084
00:00:00:07,61,0.12062875432372881,0.17084392474915255,0.06727625556440678,0.0014316969805084744,0.0,0.07283024291949153,0.0,0.12062875432372881,0.17084392474915255,0.06727625556440678,0.0014316969805084744,0.0,0.07283024291949153,0.0,0.051182180823728815,0.029681388879661017,0.029681388879661017,0.5904741983966102,0.4213389117661017,0.4855100497677966,0.584795609342373,0.002866755909322034,0.002866755909322034,0.0,0.0,0.07265774317542373,0.07265774317542373,0.03394091902711864,0.03394091902711864,0.14307813117118645,0.14307813117118645,0.03578244137457627,0.054977336666101696,0.07738057004237288,0.04926624267288136,0.02451071063305085,0.02451071063305085,0.3002149280745763,0.3002149280745763,0.05856107744237288,0.05856107744237288,0.1026631294,0.1026631294,0.05952781893220339,0.0,0.0,0.016737693037288136,0.11696608902542373,0.11696608902542373,0.10576820605254236,0.10576820605254236,2.9729016949152546e-06,0.04645445346779661,0.2757353661644068,-0.007776736369491525,-0.0817469467101695,0.10451195904745762,-0.008565208118644068,-0.0017395736355932203,0.10456374602711864,-0.00018276155593220338
00:00:00:08,61,0.11801581184830509,0.17307515110847457,0.06610791073474576,0.0003008098033898314,0.0,0.07359660117288136,0.0,0.11801581184830509,0.17307515110847457,0.06610791073474576,0.0003008098033898314,0.0,0.07359660117288136,0.0,0.053561586254237285,0.032336656681355935,0.032336656681355935,0.5972644262559322,0.3658334355322034,0.49669198567796613,0.5352377558305085,0.003452216422033898,0.003452216422033898,0.0,0.0,0.07451682388474576,0.07451682388474576,0.033730941516101696,0.033730941516101696,0.14664149436525425,0.14664149436525425,0.03608183432881356,0.05346860115932203,0.07888293166949152,0.051849666744067796,0.02459353916101695,0.02459353916101695,0.30159269146271184,0.30159269146271184,0.06744676161355931,0.06744676161355931,0.09784262376101695,0.09784262376101695,0.05912376519491525,0.0,0.0,0.01688660103220339,0.11856550192627119,0.11856550192627119,0.10682419029067797,0.10682419029067797,1.4800135593220347e-06,0.05333491141525423,0.2730233881813559,-0.007285274572881356,-0.07972847301864407,0.10586855877966102,-0.008462726706779661,0.00022182585762711704,0.10592027226949152,2.408716949152528e-05
00:00:00:09,61,0.1163402392279661,0.1740650320822034,0.06579055229576272,0.0,0.0,0.07424126582288135,0.0,0.1163402392279661,0.1740650320822034,0.06579055229576272,0.0,0.0,0.07424126582288135,0.0,0.05500855374915254,0.033888260705084744,0.033888260705084744,0.6014513747305085,0.3429304997864407,0.5018938542779662,0.5118947513830509,0.0039167687949152544,0.0039167687949152544,0.0,0.0,0.07529251623728814,0.07529251623728814,0.03354802291440678,0.03354802291440678,0.14947037893559323,0.14947037893559323,0.0362106811779661,0.050764930323728814,0.08166445238474576,0.05592914917288135,0.024601035279661017,0.024601035279661017,0.29573961211525424,0.29573961211525424,0.07422869916271185,0.07422869916271185,0.09448050689745763,0.09448050689745763,0.05879888677457627,0.0,0.0,0.016880358116949153,0.11915770004661017,0.11915770004661017,0.1071709852838983,0.1071709852838983,6.511305084745762e-07,0.05945304222711864,0.27016267984915254,-0.007425842515254237,-0.0749732604779661,0.10645527290508475,-0.008003762293220338,0.004951622567796611,0.10650694523050848,0.0005295249576271187
